Date;Heure;Type;Nom;Places_Libres;Places_Totales
2025-12-29;19:40;Velo;Place Viala;2;8
2025-12-29;19:40;Velo;Hôtel du Département;2;8
2025-12-29;19:40;Velo;Tonnelles;7;8
2025-12-29;19:40;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;19:40;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;19:40;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;19:40;Velo;Providence - Ovalie;8;8
2025-12-29;19:40;Velo;Pérols Etang de l Or;22;68
2025-12-29;19:40;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;19:40;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;19:40;Velo;Sud De France;3;8
2025-12-29;19:40;Velo;Comedie Baudin;8;8
2025-12-29;19:40;Velo;Jean de Beins;15;16
2025-12-29;20:29;Voiture;Antigone;169;239
2025-12-29;20:29;Voiture;Comedie;215;664
2025-12-29;20:29;Voiture;Corum;265;480
2025-12-29;20:29;Voiture;Europa;487;591
2025-12-29;20:29;Voiture;Foch;443;620
2025-12-29;20:29;Voiture;Gambetta;150;452
2025-12-29;20:29;Voiture;Gare;403;656
2025-12-29;20:29;Voiture;Triangle;294;434
2025-12-29;20:29;Voiture;Pitot;388;590
2025-12-29;20:29;Voiture;Circe;968;1200
2025-12-29;20:29;Voiture;Garcia Lorca;394;400
2025-12-29;20:29;Voiture;Mosson;312;328
2025-12-29;20:29;Voiture;Sabines;161;285
2025-12-29;20:29;Voiture;Sablassou;285;379
2025-12-29;20:29;Voiture;Saint Jean Le Sec;238;285
2025-12-29;20:29;Voiture;Euromedecine;181;239
2025-12-29;20:29;Voiture;Occitanie;548;615
2025-12-29;20:29;Voiture;Vicarello;44;64
2025-12-29;20:29;Voiture;Gaumont EST;74;109
2025-12-29;20:29;Voiture;Gaumont OUEST;5;250
2025-12-29;20:29;Voiture;Charles de Gaulle;170;260
2025-12-29;20:29;Voiture;Polygone;1479;1911
2025-12-29;20:29;Voiture;Arc de Triomphe;77;440
2025-12-29;20:29;Voiture;Gaumont-Circe;199;500
2025-12-29;20:29;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;20:29;Velo;Comédie;12;20
2025-12-29;20:29;Velo;Hôtel de Ville;10;16
2025-12-29;20:29;Velo;Corum;3;12
2025-12-29;20:29;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;20:29;Velo;Foch;2;8
2025-12-29;20:29;Velo;Halles Castellane;12;12
2025-12-29;20:29;Velo;Observatoire;4;8
2025-12-29;20:29;Velo;Rondelet;10;16
2025-12-29;20:29;Velo;Plan Cabanes;5;12
2025-12-29;20:29;Velo;Boutonnet;4;12
2025-12-29;20:29;Velo;Emile Combes;5;8
2025-12-29;20:29;Velo;Beaux-Arts;5;16
2025-12-29;20:29;Velo;Les Aubes;3;8
2025-12-29;20:29;Velo;Antigone centre;8;12
2025-12-29;20:29;Velo;Médiathèque Emile Zola;11;16
2025-12-29;20:29;Velo;Nombre d Or;7;16
2025-12-29;20:29;Velo;Louis Blanc;12;16
2025-12-29;20:29;Velo;Gambetta;3;8
2025-12-29;20:29;Velo;Port Marianne;1;16
2025-12-29;20:29;Velo;Les Arceaux;2;8
2025-12-29;20:29;Velo;Cité Mion;4;8
2025-12-29;20:29;Velo;Nouveau Saint-Roch;7;8
2025-12-29;20:29;Velo;Renouvier;7;8
2025-12-29;20:29;Velo;Odysseum;8;8
2025-12-29;20:29;Velo;Saint-Denis;8;8
2025-12-29;20:29;Velo;Richter;11;16
2025-12-29;20:29;Velo;Charles Flahault;7;8
2025-12-29;20:29;Velo;Voltaire;4;8
2025-12-29;20:29;Velo;Prés d Arènes;4;8
2025-12-29;20:29;Velo;Garcia Lorca;1;8
2025-12-29;20:29;Velo;Vert Bois;8;16
2025-12-29;20:29;Velo;Malbosc;7;8
2025-12-29;20:29;Velo;Occitanie;22;32
2025-12-29;20:29;Velo;FacdesSciences;14;24
2025-12-29;20:29;Velo;Fac de Lettres;5;12
2025-12-29;20:29;Velo;Aiguelongue;4;8
2025-12-29;20:29;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;20:29;Velo;Euromédecine;8;8
2025-12-29;20:29;Velo;Marie Caizergues;6;8
2025-12-29;20:29;Velo;Sabines;8;8
2025-12-29;20:29;Velo;Celleneuve;3;8
2025-12-29;20:29;Velo;Jardin de la Lironde;6;8
2025-12-29;20:29;Velo;Père Soulas;2;8
2025-12-29;20:29;Velo;Place Viala;2;8
2025-12-29;20:29;Velo;Hôtel du Département;2;8
2025-12-29;20:29;Velo;Tonnelles;7;8
2025-12-29;20:29;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;20:29;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;20:29;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;20:29;Velo;Providence - Ovalie;8;8
2025-12-29;20:29;Velo;Pérols Etang de l Or;22;68
2025-12-29;20:29;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;20:29;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;20:29;Velo;Sud De France;3;8
2025-12-29;20:29;Velo;Comedie Baudin;8;8
2025-12-29;20:29;Velo;Jean de Beins;15;16
2025-12-29;20:49;Voiture;Antigone;169;239
2025-12-29;20:49;Voiture;Comedie;232;664
2025-12-29;20:49;Voiture;Corum;281;480
2025-12-29;20:49;Voiture;Europa;487;591
2025-12-29;20:49;Voiture;Foch;461;620
2025-12-29;20:49;Voiture;Gambetta;151;452
2025-12-29;20:49;Voiture;Gare;367;656
2025-12-29;20:49;Voiture;Triangle;295;434
2025-12-29;20:49;Voiture;Pitot;415;590
2025-12-29;20:49;Voiture;Circe;971;1200
2025-12-29;20:49;Voiture;Garcia Lorca;394;400
2025-12-29;20:49;Voiture;Mosson;314;328
2025-12-29;20:49;Voiture;Sabines;161;285
2025-12-29;20:49;Voiture;Sablassou;286;379
2025-12-29;20:49;Voiture;Saint Jean Le Sec;238;285
2025-12-29;20:49;Voiture;Euromedecine;180;239
2025-12-29;20:49;Voiture;Occitanie;551;615
2025-12-29;20:49;Voiture;Vicarello;43;64
2025-12-29;20:49;Voiture;Gaumont EST;74;109
2025-12-29;20:49;Voiture;Gaumont OUEST;5;250
2025-12-29;20:49;Voiture;Charles de Gaulle;170;260
2025-12-29;20:49;Voiture;Polygone;1521;1911
2025-12-29;20:49;Voiture;Arc de Triomphe;86;440
2025-12-29;20:49;Voiture;Gaumont-Circe;199;500
2025-12-29;20:49;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;20:49;Velo;Comédie;12;20
2025-12-29;20:49;Velo;Hôtel de Ville;10;16
2025-12-29;20:49;Velo;Corum;3;12
2025-12-29;20:49;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;20:49;Velo;Foch;2;8
2025-12-29;20:49;Velo;Halles Castellane;12;12
2025-12-29;20:49;Velo;Observatoire;4;8
2025-12-29;20:49;Velo;Rondelet;10;16
2025-12-29;20:49;Velo;Plan Cabanes;5;12
2025-12-29;20:49;Velo;Boutonnet;4;12
2025-12-29;20:49;Velo;Emile Combes;5;8
2025-12-29;20:49;Velo;Beaux-Arts;5;16
2025-12-29;20:49;Velo;Les Aubes;3;8
2025-12-29;20:49;Velo;Antigone centre;8;12
2025-12-29;20:49;Velo;Médiathèque Emile Zola;11;16
2025-12-29;20:49;Velo;Nombre d Or;7;16
2025-12-29;20:49;Velo;Louis Blanc;12;16
2025-12-29;20:49;Velo;Gambetta;3;8
2025-12-29;20:49;Velo;Port Marianne;1;16
2025-12-29;20:49;Velo;Les Arceaux;2;8
2025-12-29;20:49;Velo;Cité Mion;4;8
2025-12-29;20:49;Velo;Nouveau Saint-Roch;7;8
2025-12-29;20:49;Velo;Renouvier;7;8
2025-12-29;20:49;Velo;Odysseum;8;8
2025-12-29;20:49;Velo;Saint-Denis;8;8
2025-12-29;20:49;Velo;Richter;11;16
2025-12-29;20:49;Velo;Charles Flahault;7;8
2025-12-29;20:49;Velo;Voltaire;4;8
2025-12-29;20:49;Velo;Prés d Arènes;4;8
2025-12-29;20:49;Velo;Garcia Lorca;1;8
2025-12-29;20:49;Velo;Vert Bois;8;16
2025-12-29;20:49;Velo;Malbosc;7;8
2025-12-29;20:49;Velo;Occitanie;22;32
2025-12-29;20:49;Velo;FacdesSciences;14;24
2025-12-29;20:49;Velo;Fac de Lettres;5;12
2025-12-29;20:49;Velo;Aiguelongue;4;8
2025-12-29;20:49;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;20:49;Velo;Euromédecine;8;8
2025-12-29;20:49;Velo;Marie Caizergues;6;8
2025-12-29;20:49;Velo;Sabines;8;8
2025-12-29;20:49;Velo;Celleneuve;3;8
2025-12-29;20:49;Velo;Jardin de la Lironde;6;8
2025-12-29;20:49;Velo;Père Soulas;2;8
2025-12-29;20:49;Velo;Place Viala;2;8
2025-12-29;20:49;Velo;Hôtel du Département;2;8
2025-12-29;20:49;Velo;Tonnelles;7;8
2025-12-29;20:49;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;20:49;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;20:49;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;20:49;Velo;Providence - Ovalie;8;8
2025-12-29;20:49;Velo;Pérols Etang de l Or;22;68
2025-12-29;20:49;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;20:49;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;20:49;Velo;Sud De France;3;8
2025-12-29;20:49;Velo;Comedie Baudin;8;8
2025-12-29;20:49;Velo;Jean de Beins;15;16
2025-12-29;21:23;Voiture;Antigone;169;239
2025-12-29;21:23;Voiture;Comedie;274;664
2025-12-29;21:23;Voiture;Corum;305;480
2025-12-29;21:23;Voiture;Europa;487;591
2025-12-29;21:23;Voiture;Foch;464;620
2025-12-29;21:23;Voiture;Gambetta;152;452
2025-12-29;21:23;Voiture;Gare;407;656
2025-12-29;21:23;Voiture;Triangle;305;434
2025-12-29;21:23;Voiture;Pitot;430;590
2025-12-29;21:23;Voiture;Circe;984;1200
2025-12-29;21:23;Voiture;Garcia Lorca;395;400
2025-12-29;21:23;Voiture;Mosson;313;328
2025-12-29;21:23;Voiture;Sabines;170;285
2025-12-29;21:23;Voiture;Sablassou;290;379
2025-12-29;21:23;Voiture;Saint Jean Le Sec;238;285
2025-12-29;21:23;Voiture;Euromedecine;181;239
2025-12-29;21:23;Voiture;Occitanie;551;615
2025-12-29;21:23;Voiture;Vicarello;44;64
2025-12-29;21:23;Voiture;Gaumont EST;74;109
2025-12-29;21:23;Voiture;Gaumont OUEST;5;250
2025-12-29;21:23;Voiture;Charles de Gaulle;171;260
2025-12-29;21:23;Voiture;Polygone;1567;1911
2025-12-29;21:23;Voiture;Arc de Triomphe;97;440
2025-12-29;21:23;Voiture;Gaumont-Circe;199;500
2025-12-29;21:23;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;21:23;Velo;Comédie;12;20
2025-12-29;21:23;Velo;Hôtel de Ville;10;16
2025-12-29;21:23;Velo;Corum;3;12
2025-12-29;21:23;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;21:23;Velo;Foch;2;8
2025-12-29;21:23;Velo;Halles Castellane;12;12
2025-12-29;21:23;Velo;Observatoire;4;8
2025-12-29;21:23;Velo;Rondelet;10;16
2025-12-29;21:23;Velo;Plan Cabanes;5;12
2025-12-29;21:23;Velo;Boutonnet;4;12
2025-12-29;21:23;Velo;Emile Combes;5;8
2025-12-29;21:23;Velo;Beaux-Arts;5;16
2025-12-29;21:23;Velo;Les Aubes;3;8
2025-12-29;21:23;Velo;Antigone centre;8;12
2025-12-29;21:23;Velo;Médiathèque Emile Zola;11;16
2025-12-29;21:23;Velo;Nombre d Or;7;16
2025-12-29;21:23;Velo;Louis Blanc;12;16
2025-12-29;21:23;Velo;Gambetta;3;8
2025-12-29;21:23;Velo;Port Marianne;1;16
2025-12-29;21:23;Velo;Les Arceaux;2;8
2025-12-29;21:23;Velo;Cité Mion;4;8
2025-12-29;21:23;Velo;Nouveau Saint-Roch;7;8
2025-12-29;21:23;Velo;Renouvier;7;8
2025-12-29;21:23;Velo;Odysseum;8;8
2025-12-29;21:23;Velo;Saint-Denis;8;8
2025-12-29;21:23;Velo;Richter;11;16
2025-12-29;21:23;Velo;Charles Flahault;7;8
2025-12-29;21:23;Velo;Voltaire;4;8
2025-12-29;21:23;Velo;Prés d Arènes;4;8
2025-12-29;21:23;Velo;Garcia Lorca;1;8
2025-12-29;21:23;Velo;Vert Bois;8;16
2025-12-29;21:23;Velo;Malbosc;7;8
2025-12-29;21:23;Velo;Occitanie;22;32
2025-12-29;21:23;Velo;FacdesSciences;14;24
2025-12-29;21:23;Velo;Fac de Lettres;5;12
2025-12-29;21:23;Velo;Aiguelongue;4;8
2025-12-29;21:23;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;21:23;Velo;Euromédecine;8;8
2025-12-29;21:23;Velo;Marie Caizergues;6;8
2025-12-29;21:23;Velo;Sabines;8;8
2025-12-29;21:23;Velo;Celleneuve;3;8
2025-12-29;21:23;Velo;Jardin de la Lironde;6;8
2025-12-29;21:23;Velo;Père Soulas;2;8
2025-12-29;21:23;Velo;Place Viala;2;8
2025-12-29;21:23;Velo;Hôtel du Département;2;8
2025-12-29;21:23;Velo;Tonnelles;7;8
2025-12-29;21:23;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;21:23;Velo;Pont de Lattes - Gare Saint-Roch;11;12
2025-12-29;21:23;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;21:23;Velo;Providence - Ovalie;8;8
2025-12-29;21:23;Velo;Pérols Etang de l Or;22;68
2025-12-29;21:23;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;21:23;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;21:23;Velo;Sud De France;3;8
2025-12-29;21:23;Velo;Comedie Baudin;8;8
2025-12-29;21:23;Velo;Jean de Beins;15;16
2025-12-29;21:42;Voiture;Antigone;169;239
2025-12-29;21:42;Voiture;Comedie;287;664
2025-12-29;21:42;Voiture;Corum;315;480
2025-12-29;21:42;Voiture;Europa;487;591
2025-12-29;21:42;Voiture;Foch;474;620
2025-12-29;21:42;Voiture;Gambetta;154;452
2025-12-29;21:42;Voiture;Gare;403;656
2025-12-29;21:42;Voiture;Triangle;312;434
2025-12-29;21:42;Voiture;Pitot;438;590
2025-12-29;21:42;Voiture;Circe;989;1200
2025-12-29;21:42;Voiture;Garcia Lorca;395;400
2025-12-29;21:42;Voiture;Mosson;313;328
2025-12-29;21:42;Voiture;Sabines;172;285
2025-12-29;21:42;Voiture;Sablassou;292;379
2025-12-29;21:42;Voiture;Saint Jean Le Sec;241;285
2025-12-29;21:42;Voiture;Euromedecine;181;239
2025-12-29;21:42;Voiture;Occitanie;554;615
2025-12-29;21:42;Voiture;Vicarello;44;64
2025-12-29;21:42;Voiture;Gaumont EST;74;109
2025-12-29;21:42;Voiture;Gaumont OUEST;5;250
2025-12-29;21:42;Voiture;Charles de Gaulle;173;260
2025-12-29;21:42;Voiture;Polygone;1591;1911
2025-12-29;21:42;Voiture;Arc de Triomphe;104;440
2025-12-29;21:42;Voiture;Gaumont-Circe;199;500
2025-12-29;21:42;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;21:42;Velo;Comédie;12;20
2025-12-29;21:42;Velo;Hôtel de Ville;10;16
2025-12-29;21:42;Velo;Corum;3;12
2025-12-29;21:42;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;21:42;Velo;Foch;2;8
2025-12-29;21:42;Velo;Halles Castellane;12;12
2025-12-29;21:42;Velo;Observatoire;4;8
2025-12-29;21:42;Velo;Rondelet;10;16
2025-12-29;21:42;Velo;Plan Cabanes;5;12
2025-12-29;21:42;Velo;Boutonnet;4;12
2025-12-29;21:42;Velo;Emile Combes;5;8
2025-12-29;21:42;Velo;Beaux-Arts;5;16
2025-12-29;21:42;Velo;Les Aubes;3;8
2025-12-29;21:42;Velo;Antigone centre;8;12
2025-12-29;21:42;Velo;Médiathèque Emile Zola;11;16
2025-12-29;21:42;Velo;Nombre d Or;7;16
2025-12-29;21:42;Velo;Louis Blanc;12;16
2025-12-29;21:42;Velo;Gambetta;3;8
2025-12-29;21:42;Velo;Port Marianne;0;16
2025-12-29;21:42;Velo;Les Arceaux;2;8
2025-12-29;21:42;Velo;Cité Mion;4;8
2025-12-29;21:42;Velo;Nouveau Saint-Roch;7;8
2025-12-29;21:42;Velo;Renouvier;7;8
2025-12-29;21:42;Velo;Odysseum;8;8
2025-12-29;21:42;Velo;Saint-Denis;8;8
2025-12-29;21:42;Velo;Richter;11;16
2025-12-29;21:42;Velo;Charles Flahault;7;8
2025-12-29;21:42;Velo;Voltaire;4;8
2025-12-29;21:42;Velo;Prés d Arènes;4;8
2025-12-29;21:42;Velo;Garcia Lorca;1;8
2025-12-29;21:42;Velo;Vert Bois;8;16
2025-12-29;21:42;Velo;Malbosc;7;8
2025-12-29;21:42;Velo;Occitanie;22;32
2025-12-29;21:42;Velo;FacdesSciences;14;24
2025-12-29;21:42;Velo;Fac de Lettres;5;12
2025-12-29;21:42;Velo;Aiguelongue;4;8
2025-12-29;21:42;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;21:42;Velo;Euromédecine;8;8
2025-12-29;21:42;Velo;Marie Caizergues;6;8
2025-12-29;21:42;Velo;Sabines;8;8
2025-12-29;21:42;Velo;Celleneuve;3;8
2025-12-29;21:42;Velo;Jardin de la Lironde;6;8
2025-12-29;21:42;Velo;Père Soulas;2;8
2025-12-29;21:42;Velo;Place Viala;2;8
2025-12-29;21:42;Velo;Hôtel du Département;2;8
2025-12-29;21:42;Velo;Tonnelles;7;8
2025-12-29;21:42;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;21:42;Velo;Pont de Lattes - Gare Saint-Roch;11;12
2025-12-29;21:42;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;21:42;Velo;Providence - Ovalie;8;8
2025-12-29;21:42;Velo;Pérols Etang de l Or;22;68
2025-12-29;21:42;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;21:42;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;21:42;Velo;Sud De France;3;8
2025-12-29;21:42;Velo;Comedie Baudin;8;8
2025-12-29;21:42;Velo;Jean de Beins;15;16
2025-12-29;22:24;Voiture;Antigone;169;239
2025-12-29;22:24;Voiture;Comedie;318;664
2025-12-29;22:24;Voiture;Corum;328;480
2025-12-29;22:24;Voiture;Europa;487;591
2025-12-29;22:24;Voiture;Foch;511;620
2025-12-29;22:24;Voiture;Gambetta;157;452
2025-12-29;22:24;Voiture;Gare;431;656
2025-12-29;22:24;Voiture;Triangle;319;434
2025-12-29;22:24;Voiture;Pitot;460;590
2025-12-29;22:24;Voiture;Circe;1019;1200
2025-12-29;22:24;Voiture;Garcia Lorca;396;400
2025-12-29;22:24;Voiture;Mosson;312;328
2025-12-29;22:24;Voiture;Sabines;176;285
2025-12-29;22:24;Voiture;Sablassou;293;379
2025-12-29;22:24;Voiture;Saint Jean Le Sec;242;285
2025-12-29;22:24;Voiture;Euromedecine;182;239
2025-12-29;22:24;Voiture;Occitanie;559;615
2025-12-29;22:24;Voiture;Vicarello;45;64
2025-12-29;22:24;Voiture;Gaumont EST;74;109
2025-12-29;22:24;Voiture;Gaumont OUEST;5;250
2025-12-29;22:24;Voiture;Charles de Gaulle;172;260
2025-12-29;22:24;Voiture;Polygone;1618;1911
2025-12-29;22:24;Voiture;Arc de Triomphe;120;440
2025-12-29;22:24;Voiture;Gaumont-Circe;199;500
2025-12-29;22:24;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;22:24;Velo;Comédie;12;20
2025-12-29;22:24;Velo;Hôtel de Ville;10;16
2025-12-29;22:24;Velo;Corum;3;12
2025-12-29;22:24;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;22:24;Velo;Foch;3;8
2025-12-29;22:24;Velo;Halles Castellane;12;12
2025-12-29;22:24;Velo;Observatoire;4;8
2025-12-29;22:24;Velo;Rondelet;11;16
2025-12-29;22:24;Velo;Plan Cabanes;5;12
2025-12-29;22:24;Velo;Boutonnet;4;12
2025-12-29;22:24;Velo;Emile Combes;5;8
2025-12-29;22:24;Velo;Beaux-Arts;4;16
2025-12-29;22:24;Velo;Les Aubes;3;8
2025-12-29;22:24;Velo;Antigone centre;8;12
2025-12-29;22:24;Velo;Médiathèque Emile Zola;11;16
2025-12-29;22:24;Velo;Nombre d Or;7;16
2025-12-29;22:24;Velo;Louis Blanc;12;16
2025-12-29;22:24;Velo;Gambetta;3;8
2025-12-29;22:24;Velo;Port Marianne;0;16
2025-12-29;22:24;Velo;Les Arceaux;2;8
2025-12-29;22:24;Velo;Cité Mion;4;8
2025-12-29;22:24;Velo;Nouveau Saint-Roch;7;8
2025-12-29;22:24;Velo;Renouvier;7;8
2025-12-29;22:24;Velo;Odysseum;8;8
2025-12-29;22:24;Velo;Saint-Denis;8;8
2025-12-29;22:24;Velo;Richter;11;16
2025-12-29;22:24;Velo;Charles Flahault;7;8
2025-12-29;22:24;Velo;Voltaire;4;8
2025-12-29;22:24;Velo;Prés d Arènes;4;8
2025-12-29;22:24;Velo;Garcia Lorca;1;8
2025-12-29;22:24;Velo;Vert Bois;8;16
2025-12-29;22:24;Velo;Malbosc;8;8
2025-12-29;22:24;Velo;Occitanie;22;32
2025-12-29;22:24;Velo;FacdesSciences;14;24
2025-12-29;22:24;Velo;Fac de Lettres;5;12
2025-12-29;22:24;Velo;Aiguelongue;4;8
2025-12-29;22:24;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;22:24;Velo;Euromédecine;8;8
2025-12-29;22:24;Velo;Marie Caizergues;6;8
2025-12-29;22:24;Velo;Sabines;8;8
2025-12-29;22:24;Velo;Celleneuve;3;8
2025-12-29;22:24;Velo;Jardin de la Lironde;6;8
2025-12-29;22:24;Velo;Père Soulas;1;8
2025-12-29;22:24;Velo;Place Viala;2;8
2025-12-29;22:24;Velo;Hôtel du Département;2;8
2025-12-29;22:24;Velo;Tonnelles;7;8
2025-12-29;22:24;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;22:24;Velo;Pont de Lattes - Gare Saint-Roch;11;12
2025-12-29;22:24;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;22:24;Velo;Providence - Ovalie;8;8
2025-12-29;22:24;Velo;Pérols Etang de l Or;22;68
2025-12-29;22:24;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;22:24;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;22:24;Velo;Sud De France;3;8
2025-12-29;22:24;Velo;Comedie Baudin;8;8
2025-12-29;22:24;Velo;Jean de Beins;15;16
2025-12-29;22:44;Voiture;Antigone;169;239
2025-12-29;22:44;Voiture;Comedie;339;664
2025-12-29;22:44;Voiture;Corum;337;480
2025-12-29;22:44;Voiture;Europa;488;591
2025-12-29;22:44;Voiture;Foch;529;620
2025-12-29;22:44;Voiture;Gambetta;161;452
2025-12-29;22:44;Voiture;Gare;422;656
2025-12-29;22:44;Voiture;Triangle;318;434
2025-12-29;22:44;Voiture;Pitot;471;590
2025-12-29;22:44;Voiture;Circe;1029;1200
2025-12-29;22:44;Voiture;Garcia Lorca;397;400
2025-12-29;22:44;Voiture;Mosson;312;328
2025-12-29;22:44;Voiture;Sabines;177;285
2025-12-29;22:44;Voiture;Sablassou;294;379
2025-12-29;22:44;Voiture;Saint Jean Le Sec;242;285
2025-12-29;22:44;Voiture;Euromedecine;182;239
2025-12-29;22:44;Voiture;Occitanie;559;615
2025-12-29;22:44;Voiture;Vicarello;44;64
2025-12-29;22:44;Voiture;Gaumont EST;74;109
2025-12-29;22:44;Voiture;Gaumont OUEST;5;250
2025-12-29;22:44;Voiture;Charles de Gaulle;171;260
2025-12-29;22:44;Voiture;Polygone;1639;1911
2025-12-29;22:44;Voiture;Arc de Triomphe;123;440
2025-12-29;22:44;Voiture;Gaumont-Circe;199;500
2025-12-29;22:44;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;22:44;Velo;Comédie;12;20
2025-12-29;22:44;Velo;Hôtel de Ville;10;16
2025-12-29;22:44;Velo;Corum;3;12
2025-12-29;22:44;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;22:44;Velo;Foch;3;8
2025-12-29;22:44;Velo;Halles Castellane;12;12
2025-12-29;22:44;Velo;Observatoire;4;8
2025-12-29;22:44;Velo;Rondelet;11;16
2025-12-29;22:44;Velo;Plan Cabanes;5;12
2025-12-29;22:44;Velo;Boutonnet;4;12
2025-12-29;22:44;Velo;Emile Combes;5;8
2025-12-29;22:44;Velo;Beaux-Arts;4;16
2025-12-29;22:44;Velo;Les Aubes;3;8
2025-12-29;22:44;Velo;Antigone centre;8;12
2025-12-29;22:44;Velo;Médiathèque Emile Zola;12;16
2025-12-29;22:44;Velo;Nombre d Or;7;16
2025-12-29;22:44;Velo;Louis Blanc;11;16
2025-12-29;22:44;Velo;Gambetta;3;8
2025-12-29;22:44;Velo;Port Marianne;0;16
2025-12-29;22:44;Velo;Les Arceaux;2;8
2025-12-29;22:44;Velo;Cité Mion;4;8
2025-12-29;22:44;Velo;Nouveau Saint-Roch;7;8
2025-12-29;22:44;Velo;Renouvier;7;8
2025-12-29;22:44;Velo;Odysseum;8;8
2025-12-29;22:44;Velo;Saint-Denis;8;8
2025-12-29;22:44;Velo;Richter;11;16
2025-12-29;22:44;Velo;Charles Flahault;7;8
2025-12-29;22:44;Velo;Voltaire;4;8
2025-12-29;22:44;Velo;Prés d Arènes;3;8
2025-12-29;22:44;Velo;Garcia Lorca;1;8
2025-12-29;22:44;Velo;Vert Bois;8;16
2025-12-29;22:44;Velo;Malbosc;8;8
2025-12-29;22:44;Velo;Occitanie;22;32
2025-12-29;22:44;Velo;FacdesSciences;14;24
2025-12-29;22:44;Velo;Fac de Lettres;5;12
2025-12-29;22:44;Velo;Aiguelongue;4;8
2025-12-29;22:44;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;22:44;Velo;Euromédecine;8;8
2025-12-29;22:44;Velo;Marie Caizergues;6;8
2025-12-29;22:44;Velo;Sabines;8;8
2025-12-29;22:44;Velo;Celleneuve;3;8
2025-12-29;22:44;Velo;Jardin de la Lironde;6;8
2025-12-29;22:44;Velo;Père Soulas;1;8
2025-12-29;22:44;Velo;Place Viala;2;8
2025-12-29;22:44;Velo;Hôtel du Département;2;8
2025-12-29;22:44;Velo;Tonnelles;7;8
2025-12-29;22:44;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;22:44;Velo;Pont de Lattes - Gare Saint-Roch;11;12
2025-12-29;22:44;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;22:44;Velo;Providence - Ovalie;8;8
2025-12-29;22:44;Velo;Pérols Etang de l Or;22;68
2025-12-29;22:44;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;22:44;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;22:44;Velo;Sud De France;3;8
2025-12-29;22:44;Velo;Comedie Baudin;8;8
2025-12-29;22:44;Velo;Jean de Beins;15;16
2025-12-29;23:23;Voiture;Antigone;168;239
2025-12-29;23:23;Voiture;Comedie;369;664
2025-12-29;23:23;Voiture;Corum;342;480
2025-12-29;23:23;Voiture;Europa;489;591
2025-12-29;23:23;Voiture;Foch;543;620
2025-12-29;23:23;Voiture;Gambetta;162;452
